Directory,FileName,EmoClass,EmoInt,Statement,SpkrID,Gender
ravdess/Audio_Speech_Actors_01-24/Actor_01,03-01-03-01-02-02-01.wav,H,normal,2,1,Male
ravdess/Audio_Speech_Actors_01-24/Actor_01,03-01-08-02-02-01-01.wav,U,strong,2,1,Male
ravdess/Audio_Speech_Actors_01-24/Actor_01,03-01-01-01-02-02-01.wav,N,normal,2,1,Male
ravdess/Audio_Speech_Actors_01-24/Actor_01,03-01-05-02-01-02-01.wav,A,strong,1,1,Male
ravdess/Audio_Speech_Actors_01-24/Actor_01,03-01-06-01-02-02-01.wav,F,normal,2,1,Male
ravdess/Audio_Speech_Actors_01-24/Actor_01,03-01-06-01-01-01-01.wav,F,normal,1,1,Male
ravdess/Audio_Speech_Actors_01-24/Actor_01,03-01-02-02-01-02-01.wav,N,strong,1,1,Male
ravdess/Audio_Speech_Actors_01-24/Actor_01,03-01-07-02-02-01-01.wav,D,strong,2,1,Male
ravdess/Audio_Speech_Actors_01-24/Actor_01,03-01-04-01-02-02-01.wav,S,normal,2,1,Male
ravdess/Audio_Speech_Actors_01-24/Actor_01,03-01-03-02-02-02-01.wav,H,strong,2,1,Male
ravdess/Audio_Speech_Actors_01-24/Actor_01,03-01-06-01-01-02-01.wav,F,normal,1,1,Male
ravdess/Audio_Speech_Actors_01-24/Actor_01,03-01-04-01-01-02-01.wav,S,normal,1,1,Male
ravdess/Audio_Speech_Actors_01-24/Actor_01,03-01-04-02-02-01-01.wav,S,strong,2,1,Male
ravdess/Audio_Speech_Actors_01-24/Actor_01,03-01-08-02-01-01-01.wav,U,strong,1,1,Male
ravdess/Audio_Speech_Actors_01-24/Actor_01,03-01-01-01-02-01-01.wav,N,normal,2,1,Male
ravdess/Audio_Speech_Actors_01-24/Actor_01,03-01-02-01-02-01-01.wav,N,normal,2,1,Male
ravdess/Audio_Speech_Actors_01-24/Actor_01,03-01-03-02-01-01-01.wav,H,strong,1,1,Male
ravdess/Audio_Speech_Actors_01-24/Actor_01,03-01-03-02-01-02-01.wav,H,strong,1,1,Male
ravdess/Audio_Speech_Actors_01-24/Actor_01,03-01-01-01-01-01-01.wav,N,normal,1,1,Male
ravdess/Audio_Speech_Actors_01-24/Actor_01,03-01-08-02-01-02-01.wav,U,strong,1,1,Male
ravdess/Audio_Speech_Actors_01-24/Actor_01,03-01-08-01-02-02-01.wav,U,normal,2,1,Male
ravdess/Audio_Speech_Actors_01-24/Actor_01,03-01-02-02-02-02-01.wav,N,strong,2,1,Male
ravdess/Audio_Speech_Actors_01-24/Actor_01,03-01-05-02-01-01-01.wav,A,strong,1,1,Male
ravdess/Audio_Speech_Actors_01-24/Actor_01,03-01-02-02-01-01-01.wav,N,strong,1,1,Male
ravdess/Audio_Speech_Actors_01-24/Actor_01,03-01-04-01-01-01-01.wav,S,normal,1,1,Male
ravdess/Audio_Speech_Actors_01-24/Actor_01,03-01-06-02-02-02-01.wav,F,strong,2,1,Male
ravdess/Audio_Speech_Actors_01-24/Actor_01,03-01-03-01-02-01-01.wav,H,normal,2,1,Male
ravdess/Audio_Speech_Actors_01-24/Actor_01,03-01-04-02-01-01-01.wav,S,strong,1,1,Male
ravdess/Audio_Speech_Actors_01-24/Actor_01,03-01-02-01-01-01-01.wav,N,normal,1,1,Male
ravdess/Audio_Speech_Actors_01-24/Actor_01,03-01-05-01-01-01-01.wav,A,normal,1,1,Male
ravdess/Audio_Speech_Actors_01-24/Actor_01,03-01-05-01-01-02-01.wav,A,normal,1,1,Male
ravdess/Audio_Speech_Actors_01-24/Actor_01,03-01-04-02-01-02-01.wav,S,strong,1,1,Male
ravdess/Audio_Speech_Actors_01-24/Actor_01,03-01-05-01-02-01-01.wav,A,normal,2,1,Male
ravdess/Audio_Speech_Actors_01-24/Actor_01,03-01-06-02-01-01-01.wav,F,strong,1,1,Male
ravdess/Audio_Speech_Actors_01-24/Actor_01,03-01-05-01-02-02-01.wav,A,normal,2,1,Male
ravdess/Audio_Speech_Actors_01-24/Actor_01,03-01-07-01-01-02-01.wav,D,normal,1,1,Male
ravdess/Audio_Speech_Actors_01-24/Actor_02,03-01-08-01-01-01-02.wav,U,normal,1,2,Female
ravdess/Audio_Speech_Actors_01-24/Actor_02,03-01-07-01-01-01-02.wav,D,normal,1,2,Female
ravdess/Audio_Speech_Actors_01-24/Actor_02,03-01-05-02-02-01-02.wav,A,strong,2,2,Female
ravdess/Audio_Speech_Actors_01-24/Actor_02,03-01-03-02-02-02-02.wav,H,strong,2,2,Female
ravdess/Audio_Speech_Actors_01-24/Actor_02,03-01-03-02-02-01-02.wav,H,strong,2,2,Female
ravdess/Audio_Speech_Actors_01-24/Actor_02,03-01-01-01-02-01-02.wav,N,normal,2,2,Female
ravdess/Audio_Speech_Actors_01-24/Actor_02,03-01-05-01-02-02-02.wav,A,normal,2,2,Female
ravdess/Audio_Speech_Actors_01-24/Actor_02,03-01-06-02-02-02-02.wav,F,strong,2,2,Female
ravdess/Audio_Speech_Actors_01-24/Actor_02,03-01-03-01-02-01-02.wav,H,normal,2,2,Female
ravdess/Audio_Speech_Actors_01-24/Actor_02,03-01-04-02-02-02-02.wav,S,strong,2,2,Female
ravdess/Audio_Speech_Actors_01-24/Actor_02,03-01-04-02-01-02-02.wav,S,strong,1,2,Female
ravdess/Audio_Speech_Actors_01-24/Actor_02,03-01-08-02-02-01-02.wav,U,strong,2,2,Female
ravdess/Audio_Speech_Actors_01-24/Actor_02,03-01-05-01-01-02-02.wav,A,normal,1,2,Female
ravdess/Audio_Speech_Actors_01-24/Actor_02,03-01-02-02-01-02-02.wav,N,strong,1,2,Female
ravdess/Audio_Speech_Actors_01-24/Actor_02,03-01-05-02-01-02-02.wav,A,strong,1,2,Female
ravdess/Audio_Speech_Actors_01-24/Actor_02,03-01-04-02-02-01-02.wav,S,strong,2,2,Female
ravdess/Audio_Speech_Actors_01-24/Actor_02,03-01-08-02-01-01-02.wav,U,strong,1,2,Female
ravdess/Audio_Speech_Actors_01-24/Actor_02,03-01-03-01-01-01-02.wav,H,normal,1,2,Female
ravdess/Audio_Speech_Actors_01-24/Actor_02,03-01-08-01-02-01-02.wav,U,normal,2,2,Female
ravdess/Audio_Speech_Actors_01-24/Actor_02,03-01-07-01-02-01-02.wav,D,normal,2,2,Female
ravdess/Audio_Speech_Actors_01-24/Actor_02,03-01-07-02-01-01-02.wav,D,strong,1,2,Female
ravdess/Audio_Speech_Actors_01-24/Actor_02,03-01-05-02-02-02-02.wav,A,strong,2,2,Female
ravdess/Audio_Speech_Actors_01-24/Actor_02,03-01-06-01-01-02-02.wav,F,normal,1,2,Female
ravdess/Audio_Speech_Actors_01-24/Actor_02,03-01-07-02-01-02-02.wav,D,strong,1,2,Female
ravdess/Audio_Speech_Actors_01-24/Actor_02,03-01-04-01-01-02-02.wav,S,normal,1,2,Female
ravdess/Audio_Speech_Actors_01-24/Actor_02,03-01-04-01-02-01-02.wav,S,normal,2,2,Female
ravdess/Audio_Speech_Actors_01-24/Actor_02,03-01-01-01-01-01-02.wav,N,normal,1,2,Female
ravdess/Audio_Speech_Actors_01-24/Actor_02,03-01-06-01-02-01-02.wav,F,normal,2,2,Female
ravdess/Audio_Speech_Actors_01-24/Actor_02,03-01-07-01-01-02-02.wav,D,normal,1,2,Female
ravdess/Audio_Speech_Actors_01-24/Actor_02,03-01-02-01-01-02-02.wav,N,normal,1,2,Female
ravdess/Audio_Speech_Actors_01-24/Actor_02,03-01-08-02-01-02-02.wav,U,strong,1,2,Female
ravdess/Audio_Speech_Actors_01-24/Actor_02,03-01-08-01-01-02-02.wav,U,normal,1,2,Female
ravdess/Audio_Speech_Actors_01-24/Actor_02,03-01-08-02-02-02-02.wav,U,strong,2,2,Female
ravdess/Audio_Speech_Actors_01-24/Actor_02,03-01-05-01-02-01-02.wav,A,normal,2,2,Female
ravdess/Audio_Speech_Actors_01-24/Actor_02,03-01-05-01-01-01-02.wav,A,normal,1,2,Female
ravdess/Audio_Speech_Actors_01-24/Actor_02,03-01-04-01-01-01-02.wav,S,normal,1,2,Female
ravdess/Audio_Speech_Actors_01-24/Actor_02,03-01-02-01-02-02-02.wav,N,normal,2,2,Female
ravdess/Audio_Speech_Actors_01-24/Actor_02,03-01-01-01-02-02-02.wav,N,normal,2,2,Female
ravdess/Audio_Speech_Actors_01-24/Actor_02,03-01-06-01-02-02-02.wav,F,normal,2,2,Female
ravdess/Audio_Speech_Actors_01-24/Actor_02,03-01-06-01-01-01-02.wav,F,normal,1,2,Female
ravdess/Audio_Speech_Actors_01-24/Actor_02,03-01-04-01-02-02-02.wav,S,normal,2,2,Female
ravdess/Audio_Speech_Actors_01-24/Actor_02,03-01-02-02-02-02-02.wav,N,strong,2,2,Female
ravdess/Audio_Speech_Actors_01-24/Actor_02,03-01-05-02-01-01-02.wav,A,strong,1,2,Female
ravdess/Audio_Speech_Actors_01-24/Actor_02,03-01-07-01-02-02-02.wav,D,normal,2,2,Female
ravdess/Audio_Speech_Actors_01-24/Actor_02,03-01-06-02-02-01-02.wav,F,strong,2,2,Female
ravdess/Audio_Speech_Actors_01-24/Actor_02,03-01-02-02-01-01-02.wav,N,strong,1,2,Female
ravdess/Audio_Speech_Actors_01-24/Actor_02,03-01-01-01-01-02-02.wav,N,normal,1,2,Female
ravdess/Audio_Speech_Actors_01-24/Actor_02,03-01-03-01-02-02-02.wav,H,normal,2,2,Female
ravdess/Audio_Speech_Actors_01-24/Actor_02,03-01-02-01-02-01-02.wav,N,normal,2,2,Female
ravdess/Audio_Speech_Actors_01-24/Actor_02,03-01-03-01-01-02-02.wav,H,normal,1,2,Female
ravdess/Audio_Speech_Actors_01-24/Actor_02,03-01-08-01-02-02-02.wav,U,normal,2,2,Female
ravdess/Audio_Speech_Actors_01-24/Actor_02,03-01-07-02-02-01-02.wav,D,strong,2,2,Female
ravdess/Audio_Speech_Actors_01-24/Actor_02,03-01-04-02-01-01-02.wav,S,strong,1,2,Female
ravdess/Audio_Speech_Actors_01-24/Actor_02,03-01-07-02-02-02-02.wav,D,strong,2,2,Female
ravdess/Audio_Speech_Actors_01-24/Actor_02,03-01-02-01-01-01-02.wav,N,normal,1,2,Female
ravdess/Audio_Speech_Actors_01-24/Actor_02,03-01-02-02-02-01-02.wav,N,strong,2,2,Female
ravdess/Audio_Speech_Actors_01-24/Actor_02,03-01-06-02-01-02-02.wav,F,strong,1,2,Female
ravdess/Audio_Speech_Actors_01-24/Actor_02,03-01-03-02-01-02-02.wav,H,strong,1,2,Female
ravdess/Audio_Speech_Actors_01-24/Actor_02,03-01-06-02-01-01-02.wav,F,strong,1,2,Female
ravdess/Audio_Speech_Actors_01-24/Actor_02,03-01-03-02-01-01-02.wav,H,strong,1,2,Female
ravdess/Audio_Speech_Actors_01-24/Actor_03,03-01-06-01-01-01-03.wav,F,normal,1,3,Male
ravdess/Audio_Speech_Actors_01-24/Actor_03,03-01-03-01-01-01-03.wav,H,normal,1,3,Male
ravdess/Audio_Speech_Actors_01-24/Actor_03,03-01-06-02-01-01-03.wav,F,strong,1,3,Male
ravdess/Audio_Speech_Actors_01-24/Actor_03,03-01-07-01-01-01-03.wav,D,normal,1,3,Male
ravdess/Audio_Speech_Actors_01-24/Actor_03,03-01-04-02-02-01-03.wav,S,strong,2,3,Male
ravdess/Audio_Speech_Actors_01-24/Actor_03,03-01-03-02-02-01-03.wav,H,strong,2,3,Male
ravdess/Audio_Speech_Actors_01-24/Actor_03,03-01-06-01-01-02-03.wav,F,normal,1,3,Male
ravdess/Audio_Speech_Actors_01-24/Actor_03,03-01-08-02-01-01-03.wav,U,strong,1,3,Male
ravdess/Audio_Speech_Actors_01-24/Actor_03,03-01-06-02-01-02-03.wav,F,strong,1,3,Male
ravdess/Audio_Speech_Actors_01-24/Actor_03,03-01-04-02-01-02-03.wav,S,strong,1,3,Male
ravdess/Audio_Speech_Actors_01-24/Actor_03,03-01-04-01-01-01-03.wav,S,normal,1,3,Male
ravdess/Audio_Speech_Actors_01-24/Actor_03,03-01-02-02-01-01-03.wav,N,strong,1,3,Male
ravdess/Audio_Speech_Actors_01-24/Actor_03,03-01-01-01-01-01-03.wav,N,normal,1,3,Male
ravdess/Audio_Speech_Actors_01-24/Actor_03,03-01-02-02-01-02-03.wav,N,strong,1,3,Male
ravdess/Audio_Speech_Actors_01-24/Actor_03,03-01-03-02-01-02-03.wav,H,strong,1,3,Male
ravdess/Audio_Speech_Actors_01-24/Actor_03,03-01-06-01-02-01-03.wav,F,normal,2,3,Male
ravdess/Audio_Speech_Actors_01-24/Actor_03,03-01-04-01-02-01-03.wav,S,normal,2,3,Male
ravdess/Audio_Speech_Actors_01-24/Actor_03,03-01-05-01-01-01-03.wav,A,normal,1,3,Male
ravdess/Audio_Speech_Actors_01-24/Actor_03,03-01-01-01-02-02-03.wav,N,normal,2,3,Male
ravdess/Audio_Speech_Actors_01-24/Actor_03,03-01-03-01-01-02-03.wav,H,normal,1,3,Male
ravdess/Audio_Speech_Actors_01-24/Actor_03,03-01-03-01-02-01-03.wav,H,normal,2,3,Male
ravdess/Audio_Speech_Actors_01-24/Actor_03,03-01-02-01-02-01-03.wav,N,normal,2,3,Male
ravdess/Audio_Speech_Actors_01-24/Actor_03,03-01-01-01-02-01-03.wav,N,normal,2,3,Male
ravdess/Audio_Speech_Actors_01-24/Actor_03,03-01-03-02-02-02-03.wav,H,strong,2,3,Male
ravdess/Audio_Speech_Actors_01-24/Actor_03,03-01-05-02-01-01-03.wav,A,strong,1,3,Male
ravdess/Audio_Speech_Actors_01-24/Actor_03,03-01-05-02-01-02-03.wav,A,strong,1,3,Male
ravdess/Audio_Speech_Actors_01-24/Actor_03,03-01-07-01-02-01-03.wav,D,normal,2,3,Male
ravdess/Audio_Speech_Actors_01-24/Actor_03,03-01-07-02-02-01-03.wav,D,strong,2,3,Male
ravdess/Audio_Speech_Actors_01-24/Actor_03,03-01-05-01-02-02-03.wav,A,normal,2,3,Male
ravdess/Audio_Speech_Actors_01-24/Actor_03,03-01-07-01-01-02-03.wav,D,normal,1,3,Male
ravdess/Audio_Speech_Actors_01-24/Actor_03,03-01-07-02-01-01-03.wav,D,strong,1,3,Male
ravdess/Audio_Speech_Actors_01-24/Actor_03,03-01-03-02-01-01-03.wav,H,strong,1,3,Male
ravdess/Audio_Speech_Actors_01-24/Actor_03,03-01-02-02-02-02-03.wav,N,strong,2,3,Male
ravdess/Audio_Speech_Actors_01-24/Actor_03,03-01-08-02-02-02-03.wav,U,strong,2,3,Male
ravdess/Audio_Speech_Actors_01-24/Actor_03,03-01-03-01-02-02-03.wav,H,normal,2,3,Male
ravdess/Audio_Speech_Actors_01-24/Actor_03,03-01-04-01-01-02-03.wav,S,normal,1,3,Male
ravdess/Audio_Speech_Actors_01-24/Actor_03,03-01-05-02-02-01-03.wav,A,strong,2,3,Male
ravdess/Audio_Speech_Actors_01-24/Actor_03,03-01-05-01-01-02-03.wav,A,normal,1,3,Male
ravdess/Audio_Speech_Actors_01-24/Actor_03,03-01-04-02-02-02-03.wav,S,strong,2,3,Male
ravdess/Audio_Speech_Actors_01-24/Actor_03,03-01-08-02-01-02-03.wav,U,strong,1,3,Male
ravdess/Audio_Speech_Actors_01-24/Actor_03,03-01-02-01-02-02-03.wav,N,normal,2,3,Male
ravdess/Audio_Speech_Actors_01-24/Actor_03,03-01-06-02-02-02-03.wav,F,strong,2,3,Male
ravdess/Audio_Speech_Actors_01-24/Actor_03,03-01-07-02-01-02-03.wav,D,strong,1,3,Male
ravdess/Audio_Speech_Actors_01-24/Actor_03,03-01-08-01-02-01-03.wav,U,normal,2,3,Male
ravdess/Audio_Speech_Actors_01-24/Actor_03,03-01-02-01-01-01-03.wav,N,normal,1,3,Male
ravdess/Audio_Speech_Actors_01-24/Actor_03,03-01-08-01-02-02-03.wav,U,normal,2,3,Male
ravdess/Audio_Speech_Actors_01-24/Actor_03,03-01-08-01-01-01-03.wav,U,normal,1,3,Male
ravdess/Audio_Speech_Actors_01-24/Actor_03,03-01-02-01-01-02-03.wav,N,normal,1,3,Male
ravdess/Audio_Speech_Actors_01-24/Actor_03,03-01-06-02-02-01-03.wav,F,strong,2,3,Male
ravdess/Audio_Speech_Actors_01-24/Actor_03,03-01-07-02-02-02-03.wav,D,strong,2,3,Male
ravdess/Audio_Speech_Actors_01-24/Actor_03,03-01-02-02-02-01-03.wav,N,strong,2,3,Male
ravdess/Audio_Speech_Actors_01-24/Actor_03,03-01-08-02-02-01-03.wav,U,strong,2,3,Male
ravdess/Audio_Speech_Actors_01-24/Actor_03,03-01-07-01-02-02-03.wav,D,normal,2,3,Male
ravdess/Audio_Speech_Actors_01-24/Actor_03,03-01-04-02-01-01-03.wav,S,strong,1,3,Male
ravdess/Audio_Speech_Actors_01-24/Actor_03,03-01-05-02-02-02-03.wav,A,strong,2,3,Male
ravdess/Audio_Speech_Actors_01-24/Actor_03,03-01-01-01-01-02-03.wav,N,normal,1,3,Male
ravdess/Audio_Speech_Actors_01-24/Actor_03,03-01-05-01-02-01-03.wav,A,normal,2,3,Male
ravdess/Audio_Speech_Actors_01-24/Actor_03,03-01-06-01-02-02-03.wav,F,normal,2,3,Male
ravdess/Audio_Speech_Actors_01-24/Actor_03,03-01-04-01-02-02-03.wav,S,normal,2,3,Male
ravdess/Audio_Speech_Actors_01-24/Actor_03,03-01-08-01-01-02-03.wav,U,normal,1,3,Male
ravdess/Audio_Speech_Actors_01-24/Actor_04,03-01-08-01-01-02-04.wav,U,normal,1,4,Female
ravdess/Audio_Speech_Actors_01-24/Actor_04,03-01-03-01-02-02-04.wav,H,normal,2,4,Female
ravdess/Audio_Speech_Actors_01-24/Actor_04,03-01-04-02-01-02-04.wav,S,strong,1,4,Female
ravdess/Audio_Speech_Actors_01-24/Actor_04,03-01-06-02-02-02-04.wav,F,strong,2,4,Female
ravdess/Audio_Speech_Actors_01-24/Actor_04,03-01-06-02-02-01-04.wav,F,strong,2,4,Female
ravdess/Audio_Speech_Actors_01-24/Actor_04,03-01-08-02-01-02-04.wav,U,strong,1,4,Female
ravdess/Audio_Speech_Actors_01-24/Actor_04,03-01-08-01-01-01-04.wav,U,normal,1,4,Female
ravdess/Audio_Speech_Actors_01-24/Actor_04,03-01-05-02-02-01-04.wav,A,strong,2,4,Female
ravdess/Audio_Speech_Actors_01-24/Actor_04,03-01-05-01-01-02-04.wav,A,normal,1,4,Female
ravdess/Audio_Speech_Actors_01-24/Actor_04,03-01-03-02-02-02-04.wav,H,strong,2,4,Female
ravdess/Audio_Speech_Actors_01-24/Actor_04,03-01-02-01-01-02-04.wav,N,normal,1,4,Female
ravdess/Audio_Speech_Actors_01-24/Actor_04,03-01-04-01-01-01-04.wav,S,normal,1,4,Female
ravdess/Audio_Speech_Actors_01-24/Actor_04,03-01-04-02-02-02-04.wav,S,strong,2,4,Female
ravdess/Audio_Speech_Actors_01-24/Actor_04,03-01-07-01-01-01-04.wav,D,normal,1,4,Female
ravdess/Audio_Speech_Actors_01-24/Actor_04,03-01-02-01-02-01-04.wav,N,normal,2,4,Female
ravdess/Audio_Speech_Actors_01-24/Actor_04,03-01-06-02-01-01-04.wav,F,strong,1,4,Female
ravdess/Audio_Speech_Actors_01-24/Actor_04,03-01-07-01-02-02-04.wav,D,normal,2,4,Female
ravdess/Audio_Speech_Actors_01-24/Actor_04,03-01-01-01-01-01-04.wav,N,normal,1,4,Female
ravdess/Audio_Speech_Actors_01-24/Actor_04,03-01-08-02-02-01-04.wav,U,strong,2,4,Female
ravdess/Audio_Speech_Actors_01-24/Actor_04,03-01-02-02-02-02-04.wav,N,strong,2,4,Female
ravdess/Audio_Speech_Actors_01-24/Actor_04,03-01-03-01-02-01-04.wav,H,normal,2,4,Female
ravdess/Audio_Speech_Actors_01-24/Actor_04,03-01-02-01-02-02-04.wav,N,normal,2,4,Female
ravdess/Audio_Speech_Actors_01-24/Actor_04,03-01-05-01-02-01-04.wav,A,normal,2,4,Female
ravdess/Audio_Speech_Actors_01-24/Actor_04,03-01-07-02-02-02-04.wav,D,strong,2,4,Female
ravdess/Audio_Speech_Actors_01-24/Actor_04,03-01-01-01-02-02-04.wav,N,normal,2,4,Female
ravdess/Audio_Speech_Actors_01-24/Actor_04,03-01-04-02-01-01-04.wav,S,strong,1,4,Female
ravdess/Audio_Speech_Actors_01-24/Actor_04,03-01-06-01-01-02-04.wav,F,normal,1,4,Female
ravdess/Audio_Speech_Actors_01-24/Actor_04,03-01-05-01-01-01-04.wav,A,normal,1,4,Female
ravdess/Audio_Speech_Actors_01-24/Actor_04,03-01-06-01-01-01-04.wav,F,normal,1,4,Female
ravdess/Audio_Speech_Actors_01-24/Actor_04,03-01-04-01-01-02-04.wav,S,normal,1,4,Female
ravdess/Audio_Speech_Actors_01-24/Actor_04,03-01-06-01-02-02-04.wav,F,normal,2,4,Female
ravdess/Audio_Speech_Actors_01-24/Actor_04,03-01-06-01-02-01-04.wav,F,normal,2,4,Female
ravdess/Audio_Speech_Actors_01-24/Actor_04,03-01-08-01-02-01-04.wav,U,normal,2,4,Female
ravdess/Audio_Speech_Actors_01-24/Actor_04,03-01-07-01-01-02-04.wav,D,normal,1,4,Female
ravdess/Audio_Speech_Actors_01-24/Actor_04,03-01-04-02-02-01-04.wav,S,strong,2,4,Female
ravdess/Audio_Speech_Actors_01-24/Actor_04,03-01-02-02-02-01-04.wav,N,strong,2,4,Female
ravdess/Audio_Speech_Actors_01-24/Actor_04,03-01-05-02-02-02-04.wav,A,strong,2,4,Female
ravdess/Audio_Speech_Actors_01-24/Actor_04,03-01-08-02-02-02-04.wav,U,strong,2,4,Female
ravdess/Audio_Speech_Actors_01-24/Actor_04,03-01-03-02-01-01-04.wav,H,strong,1,4,Female
ravdess/Audio_Speech_Actors_01-24/Actor_04,03-01-08-02-01-01-04.wav,U,strong,1,4,Female
ravdess/Audio_Speech_Actors_01-24/Actor_04,03-01-07-02-01-02-04.wav,D,strong,1,4,Female
ravdess/Audio_Speech_Actors_01-24/Actor_04,03-01-05-02-01-01-04.wav,A,strong,1,4,Female
ravdess/Audio_Speech_Actors_01-24/Actor_04,03-01-07-01-02-01-04.wav,D,normal,2,4,Female
ravdess/Audio_Speech_Actors_01-24/Actor_04,03-01-06-02-01-02-04.wav,F,strong,1,4,Female
ravdess/Audio_Speech_Actors_01-24/Actor_04,03-01-03-01-01-02-04.wav,H,normal,1,4,Female
ravdess/Audio_Speech_Actors_01-24/Actor_04,03-01-03-02-02-01-04.wav,H,strong,2,4,Female
ravdess/Audio_Speech_Actors_01-24/Actor_04,03-01-01-01-01-02-04.wav,N,normal,1,4,Female
ravdess/Audio_Speech_Actors_01-24/Actor_04,03-01-02-01-01-01-04.wav,N,normal,1,4,Female
ravdess/Audio_Speech_Actors_01-24/Actor_04,03-01-08-01-02-02-04.wav,U,normal,2,4,Female
ravdess/Audio_Speech_Actors_01-24/Actor_04,03-01-05-02-01-02-04.wav,A,strong,1,4,Female
ravdess/Audio_Speech_Actors_01-24/Actor_04,03-01-04-01-02-02-04.wav,S,normal,2,4,Female
ravdess/Audio_Speech_Actors_01-24/Actor_04,03-01-03-01-01-01-04.wav,H,normal,1,4,Female
ravdess/Audio_Speech_Actors_01-24/Actor_04,03-01-05-01-02-02-04.wav,A,normal,2,4,Female
ravdess/Audio_Speech_Actors_01-24/Actor_04,03-01-03-02-01-02-04.wav,H,strong,1,4,Female
ravdess/Audio_Speech_Actors_01-24/Actor_04,03-01-07-02-02-01-04.wav,D,strong,2,4,Female
ravdess/Audio_Speech_Actors_01-24/Actor_04,03-01-01-01-02-01-04.wav,N,normal,2,4,Female
ravdess/Audio_Speech_Actors_01-24/Actor_04,03-01-02-02-01-02-04.wav,N,strong,1,4,Female
ravdess/Audio_Speech_Actors_01-24/Actor_04,03-01-07-02-01-01-04.wav,D,strong,1,4,Female
ravdess/Audio_Speech_Actors_01-24/Actor_04,03-01-04-01-02-01-04.wav,S,normal,2,4,Female
ravdess/Audio_Speech_Actors_01-24/Actor_04,03-01-02-02-01-01-04.wav,N,strong,1,4,Female
ravdess/Audio_Speech_Actors_01-24/Actor_05,03-01-05-02-01-01-05.wav,A,strong,1,5,Male
ravdess/Audio_Speech_Actors_01-24/Actor_05,03-01-08-01-01-02-05.wav,U,normal,1,5,Male
ravdess/Audio_Speech_Actors_01-24/Actor_05,03-01-02-01-01-02-05.wav,N,normal,1,5,Male
ravdess/Audio_Speech_Actors_01-24/Actor_05,03-01-05-01-01-01-05.wav,A,normal,1,5,Male
ravdess/Audio_Speech_Actors_01-24/Actor_05,03-01-02-01-02-02-05.wav,N,normal,2,5,Male
ravdess/Audio_Speech_Actors_01-24/Actor_05,03-01-03-01-02-02-05.wav,H,normal,2,5,Male
ravdess/Audio_Speech_Actors_01-24/Actor_05,03-01-07-02-02-02-05.wav,D,strong,2,5,Male
ravdess/Audio_Speech_Actors_01-24/Actor_05,03-01-02-01-01-01-05.wav,N,normal,1,5,Male
