FileName,EmoAct,EmoVal,EmoDom
MSP-PODCAST_5098_0013.wav,4.6,4.4,4.4
MSP-PODCAST_6453_0050.wav,3.4,4.2,3.8
MSP-PODCAST_0908_0156.wav,3.8,4.2,3.8
MSP-PODCAST_1692_0112_0011.wav,4.6,3.8,4.8
MSP-PODCAST_6126_0312.wav,3.8,3.8,3.6
MSP-PODCAST_0156_0334.wav,3.5,3.611111,3.944444
MSP-PODCAST_5625_1336.wav,3.8,3.2,3.4
MSP-PODCAST_6660_0367.wav,4.0,3.4,4.6
MSP-PODCAST_5738_0313.wav,2.8,4.2,2.8
MSP-PODCAST_4535_0400_0006.wav,3.8,3.8,4.4
MSP-PODCAST_2495_0032.wav,4.2,3.4,4.6
MSP-PODCAST_2622_0378.wav,3.0,4.2,3.0
MSP-PODCAST_5703_0676.wav,2.2,4.6,3.4
MSP-PODCAST_2392_0340.wav,4.0,3.0,3.0
MSP-PODCAST_2007_0047.wav,3.2,3.2,4.2
MSP-PODCAST_1671_0123_0033.wav,4.0,3.4,4.0
MSP-PODCAST_3004_0489.wav,3.2,4.2,3.6
MSP-PODCAST_5738_0012.wav,1.8,4.8,4.0
MSP-PODCAST_3108_0275.wav,3.4,4.0,3.4
MSP-PODCAST_6563_0229.wav,2.0,4.0,4.0
MSP-PODCAST_6320_1881.wav,4.0,4.2,5.2
MSP-PODCAST_3189_0069.wav,3.6,4.2,5.0
MSP-PODCAST_6816_0761.wav,3.4,3.8,4.2
MSP-PODCAST_1908_0471.wav,5.6,5.0,5.0
MSP-PODCAST_0118_0335.wav,4.2,4.4,4.6
MSP-PODCAST_3542_0022_0001.wav,2.2,3.2,3.0
MSP-PODCAST_1698_0499.wav,4.4,4.2,4.8
MSP-PODCAST_4907_0943.wav,2.4,4.4,3.4
MSP-PODCAST_0078_0107.wav,6.1,4.5,5.5
MSP-PODCAST_6154_0937.wav,2.6,3.6,3.8
MSP-PODCAST_1754_0192.wav,3.6,4.0,4.4
MSP-PODCAST_2412_0247.wav,1.4,3.2,1.4
MSP-PODCAST_0865_0188.wav,4.0,3.4,4.4
MSP-PODCAST_6614_0140.wav,3.2,4.0,4.4
MSP-PODCAST_0912_0207.wav,5.0,4.8,4.4
MSP-PODCAST_5714_0038.wav,3.2,3.8,4.2
MSP-PODCAST_0623_0039.wav,2.6,4.4,3.4
MSP-PODCAST_2983_0086.wav,3.0,4.2,3.6
MSP-PODCAST_6222_1948.wav,3.166667,3.666667,4.166667
MSP-PODCAST_3443_0125_0002.wav,3.6,3.2,3.8
MSP-PODCAST_6813_1831.wav,3.8,3.8,4.4
MSP-PODCAST_2997_0112.wav,3.6,3.8,3.6
MSP-PODCAST_2349_0155.wav,3.0,3.0,3.0
MSP-PODCAST_3495_0213_0001.wav,4.4,4.0,4.8
MSP-PODCAST_0064_0292.wav,4.6,4.6,4.4
MSP-PODCAST_5730_1957.wav,2.6,4.0,4.0
MSP-PODCAST_1425_0009.wav,3.6,3.8,4.4
MSP-PODCAST_0496_0176.wav,3.0,3.0,4.0
MSP-PODCAST_2395_0078.wav,4.0,4.0,3.0
MSP-PODCAST_2936_0392.wav,3.8,3.8,3.2
MSP-PODCAST_6597_0061.wav,3.6,4.2,3.6
MSP-PODCAST_6435_3023.wav,2.6,3.8,4.2
MSP-PODCAST_1543_0013_0016.wav,4.4,4.2,4.8
MSP-PODCAST_2792_0374.wav,4.2,4.0,3.4
MSP-PODCAST_5975_3179.wav,3.6,3.8,4.0
MSP-PODCAST_6742_0861.wav,4.0,4.6,4.0
MSP-PODCAST_1423_0032_0002.wav,3.6,3.2,3.4
MSP-PODCAST_0027_0024.wav,2.588235,3.647059,2.705882
MSP-PODCAST_5619_0095.wav,3.6,4.4,4.4
MSP-PODCAST_2441_0188.wav,4.2,3.8,4.8
MSP-PODCAST_6478_0447.wav,3.8,4.4,4.0
MSP-PODCAST_0857_0255.wav,3.666667,3.833333,4.333333
MSP-PODCAST_0156_0041.wav,4.4,4.2,4.0
MSP-PODCAST_1884_0006.wav,3.0,4.6,4.6
MSP-PODCAST_5682_0228.wav,2.2,3.8,3.2
MSP-PODCAST_2221_0932.wav,4.4,3.4,4.6
MSP-PODCAST_0373_0197.wav,4.8,3.6,3.6
MSP-PODCAST_4249_0430_0008.wav,3.6,3.4,3.8
MSP-PODCAST_2504_0214.wav,3.8,3.4,4.0
MSP-PODCAST_4615_0020_0005.wav,4.0,4.2,4.4
MSP-PODCAST_2954_0103.wav,4.8,5.2,4.4
MSP-PODCAST_6242_0168.wav,4.2,3.8,4.8
MSP-PODCAST_0418_0199_0002.wav,5.4,4.8,5.2
MSP-PODCAST_1693_0220_0007.wav,4.4,3.6,4.6
MSP-PODCAST_1639_0062_0021.wav,2.8,3.8,4.2
MSP-PODCAST_6214_0729.wav,5.0,2.8,4.4
MSP-PODCAST_2352_0318.wav,3.4,4.6,4.4
MSP-PODCAST_1660_0027_0003.wav,3.8,3.2,4.6
MSP-PODCAST_1714_0048_0030.wav,2.4,3.4,2.4
MSP-PODCAST_5880_0485.wav,2.8,4.0,3.4
MSP-PODCAST_1664_0041_0006.wav,4.8,4.8,5.2
MSP-PODCAST_6605_0695.wav,4.6,4.2,5.0
MSP-PODCAST_5963_0302.wav,3.0,4.2,3.6
MSP-PODCAST_2242_0155.wav,4.428571,4.285714,4.571429
MSP-PODCAST_2313_0503.wav,4.0,4.0,3.0
MSP-PODCAST_3721_0068_0000.wav,3.0,4.2,3.8
MSP-PODCAST_2926_0164.wav,4.0,4.4,4.6
MSP-PODCAST_3633_0055_0002.wav,1.8,4.2,2.0
MSP-PODCAST_5921_0339.wav,4.2,3.8,4.6
MSP-PODCAST_0802_0069.wav,3.2,3.8,3.4
MSP-PODCAST_1553_0024.wav,3.2,3.6,3.0
MSP-PODCAST_6586_0157.wav,2.8,4.0,3.2
MSP-PODCAST_6572_0406.wav,3.4,4.0,3.6
MSP-PODCAST_0194_0390.wav,3.4,3.4,3.2
MSP-PODCAST_2798_0389.wav,3.8,4.0,4.2
MSP-PODCAST_4358_0278_0003.wav,3.8,3.4,3.8
MSP-PODCAST_2792_0684.wav,3.4,3.8,4.0
MSP-PODCAST_3432_0009_0000.wav,3.4,4.2,4.0
MSP-PODCAST_6811_0866.wav,3.8,4.4,4.4
MSP-PODCAST_0326_0189.wav,4.2,3.6,3.6
MSP-PODCAST_6453_0235.wav,3.0,4.0,3.2
MSP-PODCAST_0872_0081.wav,4.8,5.0,4.4
MSP-PODCAST_0180_0089.wav,3.2,4.4,4.2
MSP-PODCAST_2436_0359.wav,3.2,4.4,3.2
MSP-PODCAST_2324_0504.wav,3.0,4.0,3.0
MSP-PODCAST_3112_0277.wav,3.4,3.0,3.6
MSP-PODCAST_1753_0052.wav,4.0,3.4,4.4
MSP-PODCAST_5200_0162_0006.wav,5.2,2.8,5.2
MSP-PODCAST_6666_0336.wav,3.0,3.6,3.4
MSP-PODCAST_6806_0516.wav,3.8,3.6,5.0
MSP-PODCAST_2319_0140.wav,3.0,4.0,3.0
MSP-PODCAST_2274_1560.wav,4.0,3.8,4.0
MSP-PODCAST_0418_0070_0005.wav,4.4,4.2,4.2
MSP-PODCAST_6657_0158.wav,2.8,3.8,3.4
MSP-PODCAST_2397_0093.wav,6.0,5.0,3.0
MSP-PODCAST_5753_0001.wav,4.2,2.8,4.8
MSP-PODCAST_2313_0161.wav,4.0,3.0,3.0
MSP-PODCAST_5500_0176_0001.wav,3.6,4.0,4.0
MSP-PODCAST_2997_0250.wav,3.8,3.4,4.0
MSP-PODCAST_4125_0057_0003.wav,4.8,3.6,4.6
MSP-PODCAST_3328_0310.wav,2.6,4.6,3.0
MSP-PODCAST_5982_1201.wav,2.4,4.0,4.8
MSP-PODCAST_2408_0311.wav,3.2,3.6,3.2
MSP-PODCAST_6010_0211.wav,2.6,3.8,4.0
MSP-PODCAST_1451_0104_0005.wav,3.0,3.0,4.6
MSP-PODCAST_2393_0316.wav,4.0,4.0,4.0
MSP-PODCAST_2007_0089.wav,3.4,4.4,4.4
MSP-PODCAST_4271_0893_0000.wav,3.8,3.2,3.8
MSP-PODCAST_6727_0370.wav,2.8,3.8,4.2
MSP-PODCAST_2921_0151.wav,5.0,4.6,4.6
MSP-PODCAST_0879_0049.wav,3.8,4.2,4.2
MSP-PODCAST_2997_0411.wav,3.2,3.8,3.8
MSP-PODCAST_5414_0150.wav,4.8,3.4,5.0
MSP-PODCAST_5706_0466.wav,3.0,3.4,3.6
MSP-PODCAST_2007_0106.wav,3.6,4.4,3.8
MSP-PODCAST_3006_0016.wav,3.4,4.4,3.6
MSP-PODCAST_6612_0267.wav,2.4,4.2,3.4
MSP-PODCAST_6909_0016_0007.wav,5.2,4.0,4.6
MSP-PODCAST_0618_0403.wav,5.0,3.6,4.8
MSP-PODCAST_0563_0062.wav,3.0,3.8,3.4
MSP-PODCAST_5368_0165.wav,2.6,4.0,4.2
MSP-PODCAST_0052_0199.wav,4.0,3.8,3.8
MSP-PODCAST_6732_0393.wav,4.6,4.0,4.8
MSP-PODCAST_0807_2360.wav,2.8,4.4,3.8
MSP-PODCAST_0251_0316.wav,6.0,3.8,5.0
MSP-PODCAST_0325_0042.wav,1.8,3.8,2.0
MSP-PODCAST_2324_0501.wav,1.0,4.0,2.0
MSP-PODCAST_2736_0307.wav,3.6,3.4,3.4
MSP-PODCAST_6686_1399.wav,3.4,3.6,4.0
MSP-PODCAST_3110_0543.wav,3.0,3.2,3.4
MSP-PODCAST_3506_0046_0001.wav,3.0,3.6,4.0
MSP-PODCAST_5934_0482.wav,3.0,4.0,4.8
MSP-PODCAST_1940_0426.wav,3.8,4.2,4.0
MSP-PODCAST_2319_0584.wav,3.0,4.0,4.0
MSP-PODCAST_5501_0192_0004.wav,2.6,4.4,3.8
MSP-PODCAST_0792_0347.wav,5.0,4.6,4.4
MSP-PODCAST_3841_0090_0003.wav,4.0,4.6,3.8
MSP-PODCAST_5762_0287.wav,3.2,3.8,3.8
MSP-PODCAST_2339_0344.wav,4.4,3.2,4.8
MSP-PODCAST_0231_0083.wav,3.6,3.8,3.6
MSP-PODCAST_2997_1193.wav,2.8,3.8,3.8
MSP-PODCAST_6598_0333.wav,4.0,4.4,4.2
MSP-PODCAST_5971_2991.wav,5.8,2.8,5.4
MSP-PODCAST_3002_0199.wav,2.8,3.6,3.4
MSP-PODCAST_0061_0390.wav,2.538462,4.230769,3.307692
MSP-PODCAST_5681_0375.wav,2.8,3.8,3.0
MSP-PODCAST_2998_0605.wav,2.4,4.4,3.4
MSP-PODCAST_2738_0713.wav,4.4,4.8,5.2
MSP-PODCAST_3527_0025.wav,3.6,3.8,4.4
MSP-PODCAST_2495_0040.wav,4.2,4.2,3.8
MSP-PODCAST_3499_0182.wav,3.4,4.2,3.6
MSP-PODCAST_2403_0430.wav,3.4,3.8,3.8
MSP-PODCAST_1903_0028.wav,4.0,4.6,4.8
MSP-PODCAST_2704_0303.wav,3.0,3.6,3.4
MSP-PODCAST_2458_0119.wav,3.6,2.8,4.0
MSP-PODCAST_0083_0015.wav,4.0,3.8,4.0
MSP-PODCAST_2955_0152.wav,5.0,4.8,4.2
MSP-PODCAST_6095_1165.wav,3.4,3.8,3.8
MSP-PODCAST_2274_0111.wav,3.6,4.0,3.8
MSP-PODCAST_0398_0138.wav,3.6,4.0,3.6
MSP-PODCAST_2442_0251.wav,4.2,4.0,5.2
MSP-PODCAST_6450_1250.wav,4.2,3.8,4.2
MSP-PODCAST_1416_0025_0013.wav,5.2,3.4,4.6
MSP-PODCAST_5412_0125.wav,3.8,3.4,4.6
MSP-PODCAST_5159_0632.wav,4.0,3.6,4.0
MSP-PODCAST_0180_0120.wav,4.2,4.6,4.8
MSP-PODCAST_1693_0039_0001.wav,3.8,4.2,4.4
MSP-PODCAST_5700_0416.wav,3.8,4.0,4.0
MSP-PODCAST_0326_0091.wav,4.2,4.6,4.6
MSP-PODCAST_3350_0302.wav,2.8,3.4,3.2
MSP-PODCAST_6732_0650.wav,4.4,3.8,4.4
MSP-PODCAST_2105_0516.wav,3.6,3.0,4.2
MSP-PODCAST_5257_0009.wav,2.6,4.0,3.0
MSP-PODCAST_5756_0461.wav,4.2,3.8,4.2
MSP-PODCAST_1409_0010_0002.wav,4.8,4.2,5.4
MSP-PODCAST_3003_0594.wav,2.2,3.8,3.4
MSP-PODCAST_3100_0071.wav,2.6,3.8,4.0
MSP-PODCAST_1753_0076.wav,3.2,3.4,3.4
MSP-PODCAST_2916_0060.wav,3.8,4.4,4.4
MSP-PODCAST_6233_0503.wav,3.4,3.2,3.8
MSP-PODCAST_4284_0423_0002.wav,3.2,4.2,4.0
MSP-PODCAST_0061_0096.wav,2.8,3.2,4.6
MSP-PODCAST_3111_0899.wav,3.2,3.8,3.8
MSP-PODCAST_4608_0053_0005.wav,2.8,3.2,3.8
MSP-PODCAST_2920_0125_0001.wav,4.6,3.6,4.4
MSP-PODCAST_0094_0075.wav,3.8,4.0,4.0
MSP-PODCAST_0502_0015.wav,1.8,4.2,2.2
MSP-PODCAST_0835_0578_0004.wav,4.0,4.2,3.6
MSP-PODCAST_5917_0070.wav,2.8,3.6,3.8
MSP-PODCAST_6765_1173.wav,3.8,3.8,3.2
MSP-PODCAST_6450_1490.wav,3.2,4.0,3.2
MSP-PODCAST_3055_0543.wav,3.0,3.4,3.2
MSP-PODCAST_6060_0266.wav,3.6,3.6,5.0
MSP-PODCAST_2393_0155.wav,3.0,3.0,3.0
MSP-PODCAST_0346_0006.wav,3.428571,4.142857,4.571429
MSP-PODCAST_6705_0172.wav,3.8,3.4,4.4
MSP-PODCAST_5710_0161.wav,3.8,4.4,4.4
MSP-PODCAST_6680_0350.wav,3.0,3.6,4.8
MSP-PODCAST_6236_0493_0005.wav,2.0,4.2,3.4
MSP-PODCAST_4566_0073_0001.wav,3.8,4.2,4.8
MSP-PODCAST_5165_0147.wav,4.8,3.8,4.8
MSP-PODCAST_2396_0042.wav,3.0,3.0,3.0
MSP-PODCAST_6130_0316.wav,3.2,4.0,3.8
MSP-PODCAST_3116_0029.wav,3.2,3.2,3.8
MSP-PODCAST_1686_0036.wav,3.2,3.2,4.0
MSP-PODCAST_0789_0474.wav,4.2,3.8,4.2
MSP-PODCAST_6238_0057.wav,3.4,3.6,3.8
MSP-PODCAST_0333_0386.wav,4.8,3.8,4.0
MSP-PODCAST_5597_0614.wav,2.6,4.0,4.0
MSP-PODCAST_2057_0004.wav,3.4,3.6,2.8
MSP-PODCAST_5700_0774.wav,3.8,4.8,4.2
MSP-PODCAST_5730_0947.wav,3.0,3.8,3.8
MSP-PODCAST_5956_0184.wav,3.4,4.6,4.4
MSP-PODCAST_2939_0421.wav,3.4,4.4,4.2
MSP-PODCAST_1542_0048_0099.wav,3.4,4.6,4.8
MSP-PODCAST_2734_0485.wav,3.4,3.2,3.4
MSP-PODCAST_2457_0144.wav,3.6,4.2,4.4
MSP-PODCAST_5257_0090_0003.wav,3.0,3.6,4.0
MSP-PODCAST_1353_0046_0031.wav,3.4,3.2,3.4
MSP-PODCAST_4609_0006_0002.wav,4.4,4.0,4.6
MSP-PODCAST_0852_0038_0005.wav,2.8,4.2,4.0
MSP-PODCAST_5965_1091.wav,3.6,4.0,4.4
MSP-PODCAST_5908_0259.wav,3.6,3.2,4.4
MSP-PODCAST_2214_0578.wav,4.2,3.8,4.4
MSP-PODCAST_5718_0429.wav,2.4,4.0,3.8
MSP-PODCAST_1014_0124.wav,3.0,3.0,3.4
MSP-PODCAST_5928_0148.wav,3.6,4.2,3.8
MSP-PODCAST_2402_0104.wav,3.6,3.8,3.8
MSP-PODCAST_2457_0182.wav,4.2,3.6,3.8
MSP-PODCAST_6765_1155.wav,3.2,4.0,3.6
MSP-PODCAST_4293_0120_0005.wav,3.6,4.0,4.2
MSP-PODCAST_1608_0018_0003.wav,4.0,4.4,4.2
MSP-PODCAST_2999_0123.wav,3.0,3.8,3.8
MSP-PODCAST_6636_0243.wav,3.2,4.2,4.0
MSP-PODCAST_5492_1177.wav,2.2,3.6,3.2
MSP-PODCAST_6183_0452.wav,4.2,3.2,4.4
MSP-PODCAST_5729_0036.wav,2.4,3.4,3.8
MSP-PODCAST_5881_1003.wav,3.0,3.4,3.2
MSP-PODCAST_0344_0215.wav,4.0,4.2,4.6
MSP-PODCAST_6727_0297_0002.wav,3.0,4.6,4.4
MSP-PODCAST_3538_0017.wav,3.2,3.8,3.2
MSP-PODCAST_3770_0048_0003.wav,1.6,3.0,3.4
MSP-PODCAST_1600_0156_0020.wav,4.666667,4.666667,5.0
MSP-PODCAST_0637_0134.wav,4.2,3.8,5.0
MSP-PODCAST_2805_0030.wav,3.6,3.4,3.8
MSP-PODCAST_2407_0228.wav,3.8,4.2,3.6
MSP-PODCAST_1542_0003_0070.wav,3.4,3.6,3.8
MSP-PODCAST_2404_0054.wav,4.0,3.8,4.0
MSP-PODCAST_2367_0572.wav,2.8,3.8,3.4
MSP-PODCAST_5660_2338.wav,2.8,3.2,4.4
MSP-PODCAST_5868_0627.wav,2.8,3.6,3.8
MSP-PODCAST_2950_0303.wav,4.4,4.0,5.0
MSP-PODCAST_0967_0008.wav,3.4,3.6,4.2
MSP-PODCAST_2457_0146.wav,2.4,2.8,4.0
MSP-PODCAST_5712_0553.wav,2.8,3.8,3.8
MSP-PODCAST_2561_0130.wav,3.0,3.4,3.6
MSP-PODCAST_5501_0306.wav,3.2,4.4,3.6
MSP-PODCAST_5938_0221.wav,4.8,3.8,5.2
MSP-PODCAST_5263_0817_0002.wav,4.6,3.4,5.0
MSP-PODCAST_3199_0882.wav,2.8,3.8,3.6
MSP-PODCAST_2353_0102.wav,4.8,4.4,4.6
MSP-PODCAST_5888_0265.wav,4.8,3.6,5.0
MSP-PODCAST_3525_0201_0002.wav,2.0,3.6,2.6
MSP-PODCAST_6448_0053.wav,2.6,4.2,3.4
MSP-PODCAST_1358_0219.wav,3.2,3.6,4.2
MSP-PODCAST_0285_0810.wav,2.888889,3.777778,3.666667
MSP-PODCAST_0172_0873.wav,3.4,4.0,4.0
MSP-PODCAST_6537_0621.wav,3.2,3.6,3.8
MSP-PODCAST_1542_0013_0020.wav,3.5,3.833333,3.833333
MSP-PODCAST_6642_1220.wav,3.0,3.6,4.0
MSP-PODCAST_0061_0350.wav,3.0,4.8,4.6
MSP-PODCAST_0649_0241.wav,4.2,3.6,5.2
MSP-PODCAST_3536_0504.wav,3.0,3.2,3.0
MSP-PODCAST_1892_0199.wav,4.6,4.4,4.4
MSP-PODCAST_1035_0100.wav,4.2,3.4,5.0
MSP-PODCAST_0864_0020_0001.wav,4.833333,2.833333,4.833333
MSP-PODCAST_5724_0005.wav,2.4,4.2,3.6
MSP-PODCAST_2960_0092.wav,4.2,4.2,4.8
MSP-PODCAST_1536_0118.wav,4.2,4.4,4.4
MSP-PODCAST_3265_0111.wav,3.2,3.8,4.0
MSP-PODCAST_0868_0221_0001.wav,4.4,5.4,4.4
MSP-PODCAST_1755_0498.wav,4.8,3.6,4.2
MSP-PODCAST_1801_0724_0002.wav,3.0,4.2,3.2
MSP-PODCAST_5973_2714.wav,4.4,3.2,5.2
MSP-PODCAST_0833_0003_0005.wav,3.2,4.2,3.0
MSP-PODCAST_2351_0280.wav,4.8,3.2,3.8
MSP-PODCAST_0251_0778.wav,4.6,3.8,5.8
MSP-PODCAST_6917_0429.wav,2.6,4.8,4.2
MSP-PODCAST_2958_0069.wav,4.6,3.4,4.2
MSP-PODCAST_2426_0065.wav,4.4,4.8,5.4
MSP-PODCAST_3615_0075_0004.wav,2.8,4.2,4.4
MSP-PODCAST_1356_0148_0031.wav,3.4,4.4,3.6
MSP-PODCAST_3386_0149_0001.wav,3.8,3.6,4.4
MSP-PODCAST_2484_0024.wav,3.0,3.8,4.0
MSP-PODCAST_0540_0357.wav,4.4,4.4,4.8
MSP-PODCAST_6597_0104.wav,3.0,4.4,4.4
MSP-PODCAST_0239_0528.wav,4.2,4.0,4.4
MSP-PODCAST_1673_0015_0040.wav,5.2,4.4,4.8
MSP-PODCAST_1777_0187_0001.wav,4.8,4.8,4.8
MSP-PODCAST_1908_1476.wav,4.2,4.4,4.0
MSP-PODCAST_2953_0037.wav,3.2,4.6,5.0
MSP-PODCAST_0180_0101.wav,3.2,4.2,4.2
MSP-PODCAST_4707_0053_0004.wav,3.8,3.4,5.0
MSP-PODCAST_3480_0101.wav,3.6,3.6,4.2
MSP-PODCAST_5721_2183.wav,2.4,4.0,3.0
MSP-PODCAST_1968_0134.wav,4.2,3.0,3.2
MSP-PODCAST_5688_0408.wav,2.4,3.8,2.8
MSP-PODCAST_6308_1776.wav,4.8,3.4,4.6
MSP-PODCAST_0261_0697.wav,4.0,4.666667,4.833333
MSP-PODCAST_6665_0284.wav,4.2,3.8,4.4
MSP-PODCAST_0421_0600.wav,4.2,4.6,5.2
MSP-PODCAST_6798_0142.wav,3.6,4.0,3.6
MSP-PODCAST_1588_0026_0001.wav,5.0,4.6,4.4
MSP-PODCAST_6685_2094_0002.wav,3.8,3.8,3.8
MSP-PODCAST_2324_0203.wav,3.0,4.0,4.0
MSP-PODCAST_6337_0010.wav,3.0,4.2,3.4
MSP-PODCAST_5696_0085.wav,4.6,3.8,4.2
MSP-PODCAST_0310_0147.wav,5.1,3.5,4.8
MSP-PODCAST_2267_0477.wav,4.6,3.0,4.4
MSP-PODCAST_6589_0181.wav,3.2,4.2,4.2
MSP-PODCAST_2734_1139.wav,3.0,4.833333,3.166667
MSP-PODCAST_5554_0352.wav,4.4,4.2,4.0
MSP-PODCAST_2454_0426.wav,4.4,3.8,5.2
MSP-PODCAST_6563_0048.wav,3.8,4.0,3.8
MSP-PODCAST_0724_0159.wav,3.4,3.8,4.4
