FileName,EmoClass
MSP-PODCAST_0023_0053.wav,U
MSP-PODCAST_0023_0057.wav,U
MSP-PODCAST_0023_0062.wav,N
MSP-PODCAST_0023_0064.wav,H
MSP-PODCAST_0023_0078.wav,X
MSP-PODCAST_0023_0084.wav,X
MSP-PODCAST_0023_0096.wav,N
MSP-PODCAST_0023_0102.wav,X
MSP-PODCAST_0023_0120.wav,X
MSP-PODCAST_0023_0127.wav,O
MSP-PODCAST_0023_0134.wav,C
MSP-PODCAST_0023_0144.wav,C
MSP-PODCAST_0023_0148.wav,D
MSP-PODCAST_0023_0166.wav,H
MSP-PODCAST_0023_0179.wav,F
MSP-PODCAST_0023_0184.wav,N
MSP-PODCAST_0023_0200.wav,N
MSP-PODCAST_0023_0202.wav,N
MSP-PODCAST_0023_0205.wav,H
MSP-PODCAST_0023_0206.wav,N
MSP-PODCAST_0023_0217.wav,U
MSP-PODCAST_0023_0218.wav,H
MSP-PODCAST_0023_0222.wav,H
MSP-PODCAST_0023_0229.wav,H
MSP-PODCAST_0023_0231.wav,X
MSP-PODCAST_0023_0243.wav,N
MSP-PODCAST_0023_0246.wav,H
MSP-PODCAST_0023_0247.wav,H
MSP-PODCAST_0023_0248.wav,X
MSP-PODCAST_0023_0273.wav,A
MSP-PODCAST_0023_0278.wav,H
MSP-PODCAST_0023_0279.wav,X
MSP-PODCAST_0023_0281.wav,H
MSP-PODCAST_0023_0285.wav,N
MSP-PODCAST_0023_0319.wav,N
MSP-PODCAST_0023_0319_0001.wav,C
MSP-PODCAST_0023_0319_0002.wav,N
MSP-PODCAST_0023_0320.wav,A
MSP-PODCAST_0023_0321.wav,C
MSP-PODCAST_0023_0322.wav,N
MSP-PODCAST_0023_0323.wav,N
MSP-PODCAST_0023_0324.wav,X
MSP-PODCAST_0023_0325.wav,X
MSP-PODCAST_0023_0328.wav,N
MSP-PODCAST_0023_0330.wav,O
MSP-PODCAST_0023_0331.wav,O
MSP-PODCAST_0023_0332.wav,N
MSP-PODCAST_0023_0333.wav,N
MSP-PODCAST_0023_0334.wav,X
MSP-PODCAST_0023_0335.wav,N
MSP-PODCAST_0023_0336.wav,N
MSP-PODCAST_0023_0337.wav,H
MSP-PODCAST_0023_0338.wav,H
MSP-PODCAST_0023_0339.wav,H
MSP-PODCAST_0023_0339_0001.wav,N
MSP-PODCAST_0023_0345_0002.wav,N
MSP-PODCAST_0023_0347.wav,N
MSP-PODCAST_0023_0364.wav,N
MSP-PODCAST_0023_0365.wav,X
MSP-PODCAST_0023_0366.wav,N
MSP-PODCAST_0023_0367.wav,N
MSP-PODCAST_0023_0368.wav,X
MSP-PODCAST_0023_0369.wav,N
MSP-PODCAST_0023_0370.wav,N
MSP-PODCAST_0023_0371.wav,N
MSP-PODCAST_0023_0372.wav,O
MSP-PODCAST_0023_0373.wav,H
MSP-PODCAST_0023_0374.wav,N
MSP-PODCAST_0023_0375.wav,X
MSP-PODCAST_0023_0376.wav,N
MSP-PODCAST_0023_0377.wav,C
MSP-PODCAST_0023_0378.wav,N
MSP-PODCAST_0023_0379.wav,N
MSP-PODCAST_0023_0380.wav,N
MSP-PODCAST_0023_0381.wav,C
MSP-PODCAST_0023_0382.wav,X
MSP-PODCAST_0023_0383.wav,N
MSP-PODCAST_0023_0384.wav,N
MSP-PODCAST_0023_0385.wav,X
MSP-PODCAST_0023_0397.wav,S
MSP-PODCAST_0023_0400.wav,N
MSP-PODCAST_0023_0401.wav,X
MSP-PODCAST_0023_0402.wav,N
MSP-PODCAST_0023_0403.wav,H
MSP-PODCAST_0023_0404.wav,H
MSP-PODCAST_0023_0405.wav,N
MSP-PODCAST_0023_0406.wav,H
MSP-PODCAST_0023_0407.wav,X
MSP-PODCAST_0023_0408.wav,X
MSP-PODCAST_0023_0409.wav,X
MSP-PODCAST_0023_0410.wav,H
MSP-PODCAST_0023_0411.wav,N
MSP-PODCAST_0023_0414.wav,H
MSP-PODCAST_0023_0416.wav,N
MSP-PODCAST_0023_0419.wav,H
MSP-PODCAST_0023_0420.wav,N
MSP-PODCAST_0023_0421.wav,X
MSP-PODCAST_0023_0422.wav,S
MSP-PODCAST_0023_0423.wav,N
MSP-PODCAST_0023_0424.wav,U
MSP-PODCAST_0023_0425.wav,N
MSP-PODCAST_0023_0426.wav,N
MSP-PODCAST_0023_0427.wav,N
MSP-PODCAST_0023_0428.wav,N
MSP-PODCAST_0023_0449.wav,N
MSP-PODCAST_0023_0450.wav,N
MSP-PODCAST_0023_0451.wav,N
MSP-PODCAST_0023_0452.wav,N
MSP-PODCAST_0023_0453.wav,N
MSP-PODCAST_0023_0454.wav,N
MSP-PODCAST_0023_0455.wav,X
MSP-PODCAST_0023_0456.wav,N
MSP-PODCAST_0023_0457.wav,N
MSP-PODCAST_0023_0458.wav,X
MSP-PODCAST_0023_0459.wav,O
MSP-PODCAST_0023_0460.wav,N
MSP-PODCAST_0023_0479.wav,N
MSP-PODCAST_0023_0480.wav,N
MSP-PODCAST_0023_0481.wav,N
MSP-PODCAST_0023_0483.wav,N
MSP-PODCAST_0023_0484.wav,N
MSP-PODCAST_0023_0485.wav,N
MSP-PODCAST_0023_0487.wav,N
MSP-PODCAST_0023_0489.wav,H
MSP-PODCAST_0023_0512.wav,N
MSP-PODCAST_0023_0514.wav,N
MSP-PODCAST_0023_0516.wav,N
MSP-PODCAST_0023_0531.wav,X
MSP-PODCAST_0023_0541.wav,N
MSP-PODCAST_0023_0553.wav,D
MSP-PODCAST_0023_0559.wav,C
MSP-PODCAST_0023_0588.wav,N
MSP-PODCAST_0023_0589.wav,H
MSP-PODCAST_0023_0621.wav,H
MSP-PODCAST_0023_0682.wav,S
MSP-PODCAST_0023_0691.wav,N
MSP-PODCAST_0023_0692.wav,N
MSP-PODCAST_0023_0703.wav,N
MSP-PODCAST_0023_0719.wav,H
MSP-PODCAST_0023_0726.wav,A
MSP-PODCAST_0023_0750.wav,X
MSP-PODCAST_0023_0751.wav,X
MSP-PODCAST_0023_0765.wav,X
MSP-PODCAST_0023_0768.wav,N
MSP-PODCAST_0023_0783.wav,N
MSP-PODCAST_0023_0794.wav,C
MSP-PODCAST_0023_0800.wav,X
MSP-PODCAST_0023_0804.wav,N
MSP-PODCAST_0023_0814.wav,A
MSP-PODCAST_0023_0815.wav,N
MSP-PODCAST_0023_0817.wav,N
MSP-PODCAST_0024_0428.wav,U
MSP-PODCAST_0024_0503.wav,X
MSP-PODCAST_0024_0516.wav,X
MSP-PODCAST_0024_0518.wav,O
MSP-PODCAST_0024_0520.wav,N
MSP-PODCAST_0024_0545.wav,X
MSP-PODCAST_0024_0548.wav,N
MSP-PODCAST_0024_0549.wav,N
MSP-PODCAST_0024_0551.wav,N
MSP-PODCAST_0024_0552.wav,N
MSP-PODCAST_0024_0553.wav,H
MSP-PODCAST_0024_0582.wav,N
MSP-PODCAST_0024_0593.wav,N
MSP-PODCAST_0024_0595.wav,N
MSP-PODCAST_0024_0596.wav,N
MSP-PODCAST_0024_0599.wav,N
MSP-PODCAST_0024_0641.wav,X
MSP-PODCAST_0024_0642.wav,N
MSP-PODCAST_0024_0645.wav,F
MSP-PODCAST_0024_0677.wav,N
MSP-PODCAST_0024_0680.wav,X
MSP-PODCAST_0024_0691.wav,N
MSP-PODCAST_0024_0708.wav,X
MSP-PODCAST_0024_0709.wav,X
MSP-PODCAST_0052_0002.wav,H
MSP-PODCAST_0052_0031.wav,C
MSP-PODCAST_0052_0036.wav,X
MSP-PODCAST_0052_0041.wav,H
MSP-PODCAST_0052_0050.wav,N
MSP-PODCAST_0052_0051.wav,N
MSP-PODCAST_0052_0055.wav,H
MSP-PODCAST_0052_0058.wav,N
MSP-PODCAST_0052_0066.wav,C
MSP-PODCAST_0052_0071.wav,N
MSP-PODCAST_0052_0094.wav,H
MSP-PODCAST_0052_0100.wav,D
MSP-PODCAST_0052_0109.wav,N
MSP-PODCAST_0052_0135.wav,A
MSP-PODCAST_0052_0142.wav,A
MSP-PODCAST_0052_0147.wav,X
MSP-PODCAST_0052_0149.wav,H
MSP-PODCAST_0052_0152.wav,N
MSP-PODCAST_0052_0162.wav,N
MSP-PODCAST_0052_0168.wav,N
MSP-PODCAST_0052_0173.wav,H
MSP-PODCAST_0052_0190.wav,N
MSP-PODCAST_0052_0213.wav,N
MSP-PODCAST_0052_0215.wav,N
MSP-PODCAST_0052_0223.wav,N
MSP-PODCAST_0052_0229.wav,A
MSP-PODCAST_0052_0235.wav,A
MSP-PODCAST_0052_0242.wav,S
MSP-PODCAST_0052_0247.wav,A
MSP-PODCAST_0052_0248.wav,X
MSP-PODCAST_0052_0262.wav,N
MSP-PODCAST_0052_0266.wav,N
MSP-PODCAST_0052_0275.wav,N
MSP-PODCAST_0052_0288.wav,N
MSP-PODCAST_0052_0304.wav,A
MSP-PODCAST_0052_0307.wav,D
MSP-PODCAST_0052_0314.wav,X
MSP-PODCAST_0052_0362.wav,N
MSP-PODCAST_0052_0365.wav,N
MSP-PODCAST_0052_0370.wav,H
MSP-PODCAST_0052_0382.wav,N
MSP-PODCAST_0052_0388.wav,D
MSP-PODCAST_0052_0398.wav,H
MSP-PODCAST_0052_0403.wav,H
MSP-PODCAST_0052_0427.wav,N
MSP-PODCAST_0052_0428.wav,N
MSP-PODCAST_0052_0438.wav,N
MSP-PODCAST_0052_0440.wav,X
MSP-PODCAST_0052_0444.wav,C
MSP-PODCAST_0052_0456.wav,X
MSP-PODCAST_0052_0459.wav,X
MSP-PODCAST_0052_0464.wav,X
MSP-PODCAST_0052_0465.wav,H
MSP-PODCAST_0052_0469.wav,C
MSP-PODCAST_0052_0488.wav,H
MSP-PODCAST_0052_0514.wav,C
MSP-PODCAST_0052_0521.wav,H
MSP-PODCAST_0052_0528.wav,N
MSP-PODCAST_0052_0534.wav,C
MSP-PODCAST_0052_0537.wav,F
MSP-PODCAST_0052_0538.wav,N
MSP-PODCAST_0052_0539.wav,D
MSP-PODCAST_0052_0555.wav,N
MSP-PODCAST_0052_0559.wav,N
MSP-PODCAST_0052_0591.wav,N
MSP-PODCAST_0052_0605.wav,N
MSP-PODCAST_0052_0611.wav,H
MSP-PODCAST_0052_0621.wav,D
MSP-PODCAST_0052_0635.wav,D
MSP-PODCAST_0052_0646.wav,N
MSP-PODCAST_0058_0002.wav,H
MSP-PODCAST_0058_0061.wav,H
MSP-PODCAST_0058_0071.wav,C
MSP-PODCAST_0058_0153.wav,S
MSP-PODCAST_0058_0158.wav,N
MSP-PODCAST_0058_0179.wav,H
MSP-PODCAST_0058_0181.wav,H
MSP-PODCAST_0058_0189.wav,O
MSP-PODCAST_0058_0195.wav,H
MSP-PODCAST_0058_0202.wav,H
MSP-PODCAST_0058_0209.wav,H
MSP-PODCAST_0058_0217.wav,H
MSP-PODCAST_0058_0219.wav,N
MSP-PODCAST_0058_0221.wav,N
MSP-PODCAST_0058_0223.wav,H
MSP-PODCAST_0058_0236.wav,N
MSP-PODCAST_0058_0241.wav,H
MSP-PODCAST_0058_0242.wav,H
MSP-PODCAST_0058_0243.wav,X
MSP-PODCAST_0058_0297.wav,N
MSP-PODCAST_0058_0302.wav,X
MSP-PODCAST_0058_0326.wav,U
MSP-PODCAST_0058_0331.wav,N
MSP-PODCAST_0058_0333.wav,H
MSP-PODCAST_0058_0337.wav,N
MSP-PODCAST_0058_0343.wav,N
MSP-PODCAST_0058_0349.wav,X
MSP-PODCAST_0058_0357.wav,H
MSP-PODCAST_0058_0361.wav,U
MSP-PODCAST_0058_0369.wav,X
MSP-PODCAST_0058_0383.wav,D
MSP-PODCAST_0058_0389.wav,H
MSP-PODCAST_0058_0391.wav,N
MSP-PODCAST_0058_0394.wav,H
MSP-PODCAST_0058_0401.wav,H
MSP-PODCAST_0058_0407.wav,X
MSP-PODCAST_0058_0411.wav,N
MSP-PODCAST_0058_0415.wav,U
MSP-PODCAST_0058_0417.wav,A
MSP-PODCAST_0058_0424.wav,N
MSP-PODCAST_0058_0426.wav,H
MSP-PODCAST_0058_0428.wav,X
MSP-PODCAST_0058_0438.wav,H
MSP-PODCAST_0058_0446.wav,H
MSP-PODCAST_0058_0450.wav,N
MSP-PODCAST_0058_0516.wav,X
MSP-PODCAST_0058_0544.wav,N
MSP-PODCAST_0058_0546.wav,N
MSP-PODCAST_0058_0564.wav,X
MSP-PODCAST_0058_0566.wav,X
MSP-PODCAST_0058_0568.wav,N
MSP-PODCAST_0058_0570.wav,N
MSP-PODCAST_0058_0579.wav,H
MSP-PODCAST_0058_0613.wav,X
MSP-PODCAST_0084_0017.wav,H
MSP-PODCAST_0084_0260.wav,H
MSP-PODCAST_0084_0277.wav,N
MSP-PODCAST_0084_0375.wav,N
MSP-PODCAST_0084_0521.wav,H
MSP-PODCAST_0084_0678.wav,H
MSP-PODCAST_0084_0680.wav,X
MSP-PODCAST_0084_0736.wav,U
MSP-PODCAST_0084_0748.wav,X
MSP-PODCAST_0084_0758.wav,H
MSP-PODCAST_0084_0774.wav,H
MSP-PODCAST_0084_0856.wav,N
MSP-PODCAST_0084_0976.wav,X
MSP-PODCAST_0103_0028.wav,N
MSP-PODCAST_0103_0030.wav,O
MSP-PODCAST_0103_0043_0001.wav,H
MSP-PODCAST_0103_0053_0003.wav,H
MSP-PODCAST_0103_0055.wav,N
MSP-PODCAST_0103_0078_0002.wav,X
MSP-PODCAST_0103_0124.wav,H
MSP-PODCAST_0103_0158_0001.wav,N
MSP-PODCAST_0103_0160_0001.wav,N
MSP-PODCAST_0103_0167.wav,N
MSP-PODCAST_0103_0171.wav,N
MSP-PODCAST_0103_0181.wav,N
MSP-PODCAST_0103_0192_0001.wav,X
MSP-PODCAST_0103_0215.wav,H
MSP-PODCAST_0103_0217.wav,N
MSP-PODCAST_0103_0231.wav,N
MSP-PODCAST_0103_0323.wav,N
MSP-PODCAST_0103_0469.wav,X
MSP-PODCAST_0103_0492.wav,N
MSP-PODCAST_0103_0495.wav,N
MSP-PODCAST_0103_0497.wav,N
MSP-PODCAST_0103_0502.wav,N
MSP-PODCAST_0103_0507.wav,N
MSP-PODCAST_0103_0517.wav,N
MSP-PODCAST_0103_0525.wav,H
MSP-PODCAST_0103_0527.wav,C
MSP-PODCAST_0103_0532.wav,H
MSP-PODCAST_0103_0533.wav,X
MSP-PODCAST_0103_0537.wav,H
MSP-PODCAST_0103_0538.wav,H
MSP-PODCAST_0103_0545.wav,H
MSP-PODCAST_0103_0547.wav,H
MSP-PODCAST_0103_0549.wav,N
MSP-PODCAST_0103_0569.wav,N
MSP-PODCAST_0103_0570_0001.wav,N
MSP-PODCAST_0103_0570_0003.wav,N
MSP-PODCAST_0103_0570_0004.wav,H
MSP-PODCAST_0103_0574.wav,O
MSP-PODCAST_0103_0575.wav,H
MSP-PODCAST_0103_0577.wav,H
MSP-PODCAST_0103_0583.wav,N
MSP-PODCAST_0103_0585.wav,N
MSP-PODCAST_0103_0587.wav,N
MSP-PODCAST_0103_0588.wav,X
MSP-PODCAST_0103_0594.wav,H
MSP-PODCAST_0103_0600.wav,N
MSP-PODCAST_0103_0608.wav,U
MSP-PODCAST_0103_0618.wav,N
MSP-PODCAST_0103_0620.wav,N
MSP-PODCAST_0103_0622.wav,H
MSP-PODCAST_0103_0626.wav,N
MSP-PODCAST_0103_0629_0001.wav,U
MSP-PODCAST_0103_0629_0003.wav,N
MSP-PODCAST_0103_0636.wav,C
MSP-PODCAST_0103_0642_0001.wav,X
MSP-PODCAST_0103_0642_0002.wav,U
MSP-PODCAST_0103_0642_0003.wav,X
MSP-PODCAST_0103_0642_0004.wav,X
MSP-PODCAST_0103_0650.wav,C
MSP-PODCAST_0103_0654_0001.wav,H
MSP-PODCAST_0103_0654_0002.wav,N
MSP-PODCAST_0103_0656.wav,H
MSP-PODCAST_0103_0658.wav,U
MSP-PODCAST_0103_0660.wav,N
MSP-PODCAST_0103_0672.wav,H
MSP-PODCAST_0103_0676.wav,U
MSP-PODCAST_0103_0680.wav,H
MSP-PODCAST_0103_0684.wav,H
MSP-PODCAST_0103_0686_0002.wav,N
MSP-PODCAST_0103_0686_0003.wav,N
MSP-PODCAST_0103_0686_0004.wav,C
MSP-PODCAST_0103_0688.wav,H
MSP-PODCAST_0103_0693_0001.wav,X
MSP-PODCAST_0103_0693_0002.wav,N
MSP-PODCAST_0103_0700.wav,N
MSP-PODCAST_0103_0707.wav,X
MSP-PODCAST_0103_0711.wav,N
MSP-PODCAST_0103_0713.wav,H
MSP-PODCAST_0103_0715_0001.wav,N
MSP-PODCAST_0103_0719.wav,N
MSP-PODCAST_0103_0720.wav,N
MSP-PODCAST_0103_0722.wav,H
MSP-PODCAST_0103_0734.wav,N
MSP-PODCAST_0103_0738.wav,H
MSP-PODCAST_0103_0740_0001.wav,H
MSP-PODCAST_0103_0740_0003.wav,N
MSP-PODCAST_0103_0744.wav,N
MSP-PODCAST_0108_0020.wav,N
MSP-PODCAST_0108_0047.wav,S
MSP-PODCAST_0108_0072.wav,N
MSP-PODCAST_0108_0092.wav,N
MSP-PODCAST_0108_0097.wav,N
MSP-PODCAST_0108_0101.wav,N
MSP-PODCAST_0108_0115.wav,N
MSP-PODCAST_0108_0119.wav,U
MSP-PODCAST_0108_0121.wav,N
MSP-PODCAST_0108_0122.wav,N
MSP-PODCAST_0108_0129.wav,N
MSP-PODCAST_0108_0133.wav,U
MSP-PODCAST_0108_0134.wav,H
MSP-PODCAST_0108_0137.wav,N
MSP-PODCAST_0108_0149.wav,H
MSP-PODCAST_0108_0157.wav,N
MSP-PODCAST_0108_0168.wav,X
MSP-PODCAST_0108_0194.wav,N
MSP-PODCAST_0108_0197.wav,N
MSP-PODCAST_0108_0199.wav,N
MSP-PODCAST_0108_0204.wav,N
MSP-PODCAST_0108_0207.wav,N
MSP-PODCAST_0108_0215.wav,N
MSP-PODCAST_0108_0216.wav,H
MSP-PODCAST_0108_0219.wav,N
MSP-PODCAST_0108_0221.wav,N
MSP-PODCAST_0108_0224.wav,N
MSP-PODCAST_0108_0225.wav,S
MSP-PODCAST_0108_0229.wav,N
MSP-PODCAST_0108_0238.wav,X
MSP-PODCAST_0108_0253.wav,O
MSP-PODCAST_0108_0257.wav,X
MSP-PODCAST_0108_0263.wav,X
MSP-PODCAST_0108_0268.wav,N
MSP-PODCAST_0108_0277.wav,H
MSP-PODCAST_0108_0279.wav,N
MSP-PODCAST_0108_0298.wav,X
MSP-PODCAST_0108_0300.wav,N
MSP-PODCAST_0108_0310.wav,N
MSP-PODCAST_0108_0317.wav,N
MSP-PODCAST_0108_0327.wav,N
MSP-PODCAST_0108_0332.wav,H
MSP-PODCAST_0108_0335.wav,H
MSP-PODCAST_0108_0338.wav,N
MSP-PODCAST_0108_0340.wav,H
MSP-PODCAST_0108_0341.wav,N
MSP-PODCAST_0108_0344.wav,H
MSP-PODCAST_0108_0345.wav,H
MSP-PODCAST_0108_0347.wav,N
MSP-PODCAST_0108_0349.wav,X
MSP-PODCAST_0108_0356.wav,N
MSP-PODCAST_0108_0360.wav,N
MSP-PODCAST_0108_0373.wav,H
MSP-PODCAST_0108_0382.wav,H
MSP-PODCAST_0108_0389.wav,U
MSP-PODCAST_0108_0396.wav,H
MSP-PODCAST_0108_0403.wav,H
MSP-PODCAST_0108_0408.wav,H
MSP-PODCAST_0108_0416.wav,H
MSP-PODCAST_0119_0008.wav,H
MSP-PODCAST_0119_0010.wav,N
MSP-PODCAST_0119_0019.wav,C
MSP-PODCAST_0119_0022.wav,N
MSP-PODCAST_0119_0026.wav,X
MSP-PODCAST_0119_0036.wav,N
MSP-PODCAST_0119_0046.wav,N
MSP-PODCAST_0119_0054.wav,C
MSP-PODCAST_0119_0076.wav,X
MSP-PODCAST_0119_0091.wav,X
MSP-PODCAST_0119_0157.wav,S
MSP-PODCAST_0119_0171.wav,N
MSP-PODCAST_0119_0173.wav,H
MSP-PODCAST_0119_0195.wav,X
MSP-PODCAST_0119_0208.wav,U
MSP-PODCAST_0119_0212.wav,H
MSP-PODCAST_0119_0228.wav,X
MSP-PODCAST_0119_0248.wav,H
MSP-PODCAST_0119_0255.wav,O
MSP-PODCAST_0119_0275.wav,H
MSP-PODCAST_0119_0294.wav,H
MSP-PODCAST_0119_0308.wav,O
MSP-PODCAST_0119_0315.wav,N
MSP-PODCAST_0119_0327.wav,H
MSP-PODCAST_0119_0341.wav,D
MSP-PODCAST_0119_0351.wav,H
MSP-PODCAST_0119_0353.wav,N
MSP-PODCAST_0119_0359.wav,H
MSP-PODCAST_0119_0361.wav,N
MSP-PODCAST_0119_0398.wav,D
MSP-PODCAST_0119_0404.wav,N
MSP-PODCAST_0119_0411.wav,H
MSP-PODCAST_0119_0429.wav,N
MSP-PODCAST_0119_0434.wav,X
MSP-PODCAST_0119_0454.wav,H
MSP-PODCAST_0119_0457.wav,H
MSP-PODCAST_0119_0459.wav,N
MSP-PODCAST_0119_0465.wav,N
MSP-PODCAST_0133_0001.wav,H
MSP-PODCAST_0133_0003.wav,N
MSP-PODCAST_0133_0006.wav,X
MSP-PODCAST_0133_0008.wav,C
MSP-PODCAST_0133_0010.wav,C
MSP-PODCAST_0133_0021.wav,O
MSP-PODCAST_0133_0023.wav,A
MSP-PODCAST_0133_0024.wav,D
MSP-PODCAST_0133_0026.wav,A
MSP-PODCAST_0133_0027.wav,D
MSP-PODCAST_0133_0028.wav,D
MSP-PODCAST_0133_0029.wav,C
MSP-PODCAST_0133_0031.wav,C
MSP-PODCAST_0133_0032.wav,C
MSP-PODCAST_0133_0033.wav,D
MSP-PODCAST_0133_0034.wav,C
MSP-PODCAST_0133_0035.wav,X
MSP-PODCAST_0133_0036.wav,A
MSP-PODCAST_0133_0042.wav,X
MSP-PODCAST_0133_0043.wav,X
MSP-PODCAST_0133_0045.wav,C
MSP-PODCAST_0133_0047.wav,A
MSP-PODCAST_0133_0048.wav,A
MSP-PODCAST_0133_0051.wav,F
MSP-PODCAST_0133_0056.wav,H
MSP-PODCAST_0133_0061.wav,D
MSP-PODCAST_0133_0063.wav,A
MSP-PODCAST_0133_0064.wav,C
MSP-PODCAST_0133_0067.wav,C
MSP-PODCAST_0133_0070.wav,D
MSP-PODCAST_0133_0071.wav,C
MSP-PODCAST_0133_0072.wav,N
MSP-PODCAST_0133_0076.wav,N
MSP-PODCAST_0133_0077.wav,D
MSP-PODCAST_0133_0081.wav,A
MSP-PODCAST_0133_0086.wav,N
MSP-PODCAST_0133_0088.wav,N
MSP-PODCAST_0133_0089.wav,X
MSP-PODCAST_0133_0090.wav,A
MSP-PODCAST_0133_0091.wav,A
MSP-PODCAST_0133_0092.wav,A
MSP-PODCAST_0133_0093.wav,A
MSP-PODCAST_0133_0094.wav,N
MSP-PODCAST_0133_0096.wav,X
MSP-PODCAST_0133_0098.wav,N
